Record number,Call number,Title,Published,Description,Note,Summary,Reproduction note,biographical or historical note,Ownership and custodial history,Subject - name,Subject - topical ,Link
.b18973978,"BA1011/622, 3424",Portraits of Private R.H. Hinkley,1916,2 negatives :,,"Private Hinkley is sitting wearing a uniform, belt and leggings. A women is standing next to him.The woman is most likely to be his wife Maisie (nee Brown(e)). They married in 1916. ","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Hinkley, R. H.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,622PD.jpg;http://purl.slwa.wa.gov.au/slwa_b1897397_001"
.b18974016,BA1011/623,Portrait of Graham (no initial),1914-1918.,1 photonegative :,,"Graham (Gunner or Transport Driver?) is wearing a uniform, cap, bandoleer, belt and putties.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,Graham.,Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,623PD.jpg"
.b18974247,BA1011/624,Portrait of Sergeant Cedric McKail,1914-1918.,1 photonegative :,,"Sargeant McKail of the 1st Division is wearing a uniform, slouch hat and putties.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"McKail, Cedric,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,624PD.jpg"
.b18974260,BA1011/625,Portrait of Private Bignell,1914-1918.,1 negative :,Two images on one plate.,,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Bignell,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,625PD.jpg"
.b18974272,BA1011/626,Portrait of J. Martin,1914-1918.,1 photonegative :,,"J. Martin  is wearing a uniform, cap belt and putties.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Martin, J.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,626PD.jpg"
.b18974521,BA1011/627,Portrait of Private M. Barker,1914-1918.,1 photonegative :,,Private Barker is wearing a uniform and a cap with a badge.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barker, M.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,627PD.jpg"
.b18974570,BA1011/628,Portrait of Private M. Barker,1914-1918.,1 photonegative :,,"Private Barker is wearing a uniform, cap, breeches and putties.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barker, M.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,628PD.jpg"
.b18976530,BA1011/693,Portrait of C. Gilham,1914-1918.,1 photonegative :,,"Two images of Gilham standing, one with slouch hat, the other with peaked cap. Gilham's name is handwritten on the side of the plate, the second initial of his name may be J., I. or T.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Gilham, C.",Soldiers,"http://www.slwa.wa.gov.au/images/pd108/108,693PD.jpg"
.b18976888,BA1011/629,Portrait of Maurice Joseph Barry,1916,1 photonegative :,,2 waistlength portraits of M.J. Barry wearing Field Service cap and bandoleer.;Maurice Joseph Barry of 10th Light Horse died of wounds in Egypt 23 April 1917.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barry, Maurice Joseph,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,629PD.jpg"
.b18976943,BA1011/630,Portrait of Maurice Joseph Barry,1916,1 negative :,,"Maurice Joseph Barry of 10th Light Horse died of wounds in Egypt 23 April 1917 aged 24. He is wearing a slouch hat with plume, bandaleer and leggings.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barry, Maurice Joseph,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,630PD.jpg"
.b18976992,BA1011/631,Portrait of Private C(?)A. Broad,1914-1918.,1 photonegative :,,Private Broad is wearing a slouch hat and puttees.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,Broad C(?) A.,Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,631PD.jpg"
.b18977054,BA1011/632,Portrait of Private C. Biggs,1915,1 photonegative :,Dated: 9.6.15.,Private Biggs is wearing a Field Service cap and puttees.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Biggs, C.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,632PD.jpg"
.b18977078,BA1011/633,Portrait of Private G.D. Doran,1914-1918.,1 photonegative :,,Private Doran is wearing a slouch hat and puttees.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Doran, G. D.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,633PD.jpg"
.b18977194,BA1011/634,Portrait of Maurice Joseph Barry,1916,1 negative :,Two images on one plate.,2 waist length portraits of M.J. Barry.;Maurice Joseph Barry of 10th Light Horse died of wounds in Egypt 23 April 1917 aged 24.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barry, Maurice Joseph,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,634PD.jpg"
.b18977200,BA1011/635,Portrait of James Bransby,1914-1918.,1 photonegative :,Two images on one plate.;Not on Nominal Roll or Embarkation Roll at Australian War Memorial site.,2 head and shoulders portraits of J. Bransby.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Bransby, James",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,635PD.jpg"
.b18977212,BA1011/636,Portrait Baker (?),1914-1918.,1 photonegative :,Two images on one plate.,2 waist length portraits of Baker wearing a medical badge.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,Baker,Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,636PD.jpg"
.b18977224,BA1011/637,Portrait of F.H. Brown,1914-1918.,1 photonegative :,,"F.H. Brown is wearing a bandolier, leggings and spurs and holding his Field Service cap.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Brown, F. H.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,637PD.jpg"
.b18977285,BA1011/638,Portrait of Charles Bell,1914-1918.,1 photonegative :,,"Portrait of three figures, two wearing Field Service cap and puttees. One wearing slouch hat, leggings and spurs.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Bell, Charles",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,638PD.jpg"
.b18977327,BA1011/639,Portrait of Maurice Joseph Barry,1916,1 negative :,,"Maurice Joseph Barry of 10th Light Horse died of wounds in Egypt 23 April 1917 aged 24. He is wearing a slouch hat and plumes, leggings and spurs, and carrying a riding crop.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Barry, Maurice Joseph,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,639PD.jpg"
.b1897739x,BA1011/640,Portrait of J.G. Moran,1914-1918.,1 photonegative :,Two images on one plate.,2 waist length portraits of J.G. Moran wearing a Field Service cap and AIF badges.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Moran, J. G.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,640PD.jpg"
.b18977443,BA1011/641,Portrait of Private F. Mason,1914-1918.,1 photonegative :,,"Private Mason is wearing riding breeches, leather leggings and AIF badges.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Mason, F.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,641PD.jpg"
.b19013723,BA1011/642,Portrait of Private H.R. Matthews,1914-1918.,1 photonegative :,,"Private Matthews is wearing a Field Service cap, AIF badges, puttees and carrying a riding crop or cane.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Matthews, H. R.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,642PD.jpg"
.b19013735,BA1011/643,Portrait of Private H.R. Matthews,1914-1918.,1 photonegative :,,"Private Matthews is wearing a fur felt hat, AIF badges, puttees and carrying a riding crop.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Matthews, H. R.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,643PD.jpg"
.b19013759,BA1011/644,Portrait of Midolo,1915,1 photonegative :,Dated: 25.10.15.,"Portrait of 5 brothers? named Midolo 3 are wearing Field Service caps, 2 have fur felt hats.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,Midolo,Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,644PD.jpg"
.b19013784,BA1011/645,Portrait of Private McLeod,1915,1 photonegative :,Dated: 21.11.15.,"Private McLeod is wearing a Field Service cap, AIF badges, puttees and carrying a riding crop.;This is either Donald McLeod or his brother Peter McLeod see Australia's fighting sons of the Empire p.214. The photographs of the brothers are not clearly labelled.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"McLeod,",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,645PD.jpg"
.b19013814,BA1011/646,Portrait of Frederick Charles Mayall,1915,1 negative :,,"F.C. Mayall of the 10th Light Horse is wearing AIF badges, fur felt hat and plumes, leather leggings and carrying a riding crop.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Mayall, Frederick Charles",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,646PD.jpg"
.b19013905,BA1011/647,Portrait of Private W.A. Main,1914-1918.,1 photonegative :,Two images on one plate.,"2 waist length portraits of Private W.S. Main, in both portraits he is wearing A.I.F. badges, 1 portrait his is wearing a Field Service cap.","This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Main, W. S.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,647PD.jpg"
.b19013942,BA1011/648,Portrait of Private J.V. Maloney,1914-1918.,1 photonegative :,Two images on one plate.,2 waist length portraits of Private J.V. Maloney wearing a Field Service cap.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Maloney, J. V.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,648PD.jpg"
.b19013978,BA1011/649,Portrait of Private E.G. Mellows,1914-1918.,1 photonegative :,Two images on one plate.,2 waist length portraits of Private E.G. Mellows one wearing a Field Service cap and one bareheaded.,"This image is for personal use only.  To publish or display it, contact the State Library of Western Australia.",Professional portrait.,,"Mellows, E. G.",Soldiers;Online image.,"http://www.slwa.wa.gov.au/images/pd108/108,649PD.jpg"
