PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1377667,Portrait of Lieutenant Chas. Stodart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 4th Reinforcements, 2nd Light Horse Regiment. Son of Mr. Jas. Stodart, M.L.A., Club Member of the C.T.A. of Queensland.","Charles Cecil Stodart, Service Number - Major",Charles Cecil Stodart,NAA person ID: 327114,HMAT Star of England A15,8/04/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n003-s0066-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464885
1377671,Portrait of C. Hay Batchelor,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'):,"Charles Hay Batchelor, Service Number - 29",Charles Hay Batchelor,NAA person ID: 82825,HMAT Karroo A10,20/10/1914,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464886
1377675,Portrait of Captain T.V. Brown,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Members of the C.T.A. of Queensland on Active Service.,"Thomas Victor Brown, Service Number - Major",Thomas Victor Brown,NAA person ID: 7278,HMAT Omrah A5,24/09/1914,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464887
1377679,Portrait of Captain C.C. Campbell,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Members of the C.T.A. of Queensland on Active Service.,"Colin Clyde Campbell, Service Number - Major",Colin Clyde Campbell,NAA person ID: 19130,HMAT Star of England A15,8/04/1915,Additional information: Also embarked 5/6/1916 on HMAT Borda A30,Image number: 684723-v011n008-s0041-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464888
1377683,Portrait of Driver W.H.H. Carpenter,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Members of the C.T.A. of Queensland on Active Service.,"William Henry Hope Carpenter, Service Number - 6488",William Henry Hope Carpenter,NAA person ID: 113112,HMAT Ascanius A11,24/05/1915,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464980
1377687,Portrait of Lieut. J.E. Herbert,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Members of the C.T.A. of Queensland on Active Service.,"Jack Evans Herbert, Service Number - Lieutenant",Jack Evans Herbert,NAA person ID: 211686,HMAT Ceramic A40,14/04/1916,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464981
1377691,Portrait of Sapper H.H. Marshall,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Members of the C.T.A. of Queensland on Active Service.,"Herbert Henry Marshall, Service Number - 99",Herbert Henry Marshall,NAA person ID: 348465,HMAT Karroo A10,20/10/1914,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0006,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464982
1377695,Portrait of Corporal T.D. Watson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 301st Motor Transport A.S.C., 17th Divisional Ammunition Park.","Thomas Douglas Watson, Service Number - 1810",Thomas Douglas Watson,NAA person ID: 26900,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 41 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0041-0007,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464983
1377699,Portrait of Lance Corporal S. Cripps,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Two Members of the C.T.A. of Queensland who have been wounded in Action at the Dardanelles.,"Sidney Cripps, Service Number - 576",Sidney Cripps,NAA person ID: 136197,HMAT Omrah A5,24/09/1914,"Photograph appears on page 47 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0047-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464984
1377703,Portrait of H.P. Leslie,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Two Members of the C.T.A. of Queensland who have been wounded in Action at the Dardanelles.,"Herbert Percy Leslie, Service Number - 2388",Herbert Percy Leslie,NAA person ID: 334472,HMAT Shropshire A9,20/08/1915,"Photograph appears on page 47 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0047-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464985
1377707,Portrait of Lieut.-Col. J.H. Cannan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): O.C. 15th Batt., 4th Infantry Brigade. Two Club Members of the C.T.A. of Queensland, who have been wounded in Action at the Dardanelles.","James Harold Cannan, Service Number - Brigadier General",James Harold Cannan,NAA person ID: 111643,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 49 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0049-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464986
1377711,Portrait of Major Hubert R. Carter,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Second in command, 15th Battalion, 4th Infantry Brigade. Three Club Members of the C.T.A. of Queensland on Active Service.","Hubert Reginald Carter, Service Number - Major",Hubert Reginald Carter,NAA person ID: 114318,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 49 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0049-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464987
1377715,Portrait of Private F.M. Coxon,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 4th Batt., 1st Australian Infantry Brigade. Three Club Members of the C.T.A. of Queensland on Active Service.","Frank Maurice Coxon, Service Number - 174",Frank Maurice Coxon,NAA person ID: 131327,HMAT Euripides A14,20/10/1914,"Photograph appears on page 49 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0049-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464988
1377719,Portrait of Captain L.A. Jones,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Three Club Members of the C.T.A. of Queensland on Active Service.,"Lancelot Alban Jones, Service Number - Captain",Lancelot Alban Jones,NAA person ID: 11452,HMAT Omrah A5,24/09/1914,"Photograph appears on page 49 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0049-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464989
1377723,Portrait of Lieut.-Col. R.M. Stodart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): O.C. 2nd Light Horse Regiment. Two Club Members of the C.T.A. of Queensland, who have been wounded at the Dardanelles.","Robert Mackay Stodart, Service Number - Lieutenant Colonel",Robert Mackay Stodart,NAA person ID: 327120,HMAT Star of England A15,24/09/1914,"Photograph appears on page 49 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0049-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464990
