Creator,Title,Edition,Publication details,Physical description,Notes,Contents,Summary,Subject - Personal name,Subject - Corporate name,Subject - Topical,Subject - geographic,Subject - Form/Genre,Subject - Uniform title,Other creator,ISBN,Series,Other formats,URL
"Barrett, James,Sir,1862-1945 ",The war work of the Y.M.C.A. in Egypt /by James W. Barrett,,"London :H.K. Lewis,1919","xx, 212p. :ill.,plates, ports. ;23 cm.",Library copy inscribed inside front cover by author,,,,Young Men's Christian Associations of Australia,"World War, 1914-1918--War work--Young Men's Christian associations ; --World War, 1914-1918--War work--Egypt",,,,,,,,
"Brownlow, Kevin ","The war, the West, and the wilderness /Kevin Brownlow",1st ed.,"New York :Knopf ; distributed by Random House,c1978","xvi, 602 p. :ill ;26 cm.",,,,,,"Motion pictures--United States--History ; --Silent films--History and criticism ; --World War, 1914-1918--Motion pictures and the war ; --Western films--History and criticism ; --Documentary films--United States--History and criticism",,,,,394489217,,,
"Davison, Frank Dalby,1893-1970 ",The wells of Beersheba :a light horse legend /by Frank Dalby Davison,,"Sydney :Angus & Robertson,1933 - (Sydney - Halstead Printing)",77 p. ;19 cm.,"Reviews: Army Quarterly, v. 27, p.346.",,,,,"World War, 1914-1918--Fiction",,,,,,,,
"Tooley, Hunt,1955- ",The Western Front :battle ground and home front in the First World War /Hunt Tooley.,,"Houndsmills, Basingstoke, Hampshire ;New York :Palgrave Macmillan,2003.","x, 305 p. :1 map ;23 cm.",,,,,,"World War, 1914-1918--Campaigns--Western Front. ; --World war, 1914-1918--Europe, Western.",,,,,033365062X ; 0333650638 (pbk.),European history in perspective,,
"Terraine, John,1921- ","The Western front, 1914-1918 /<With bibl. notes.>",,"Lond. :Hutchinson,1964"," :Illus., maps, ports. ;21 1/2 cm.",,,,,,"World War, 1914-1918--Campaigns",,,,,,,,
"Kennedy, J. J.(John J.) ",The whale oil guards /by J. J. Kennedy.,,"Dublin [Ireland] :James Duffy,1919.",143 p. ;19 cm.,,,,,"Australia.--Australian Imperial Force, 1st.--Battalion, 53rd--History.","World War, 1914-1918--Personal narratives, Australian. ; --Bookplates--Oxley Memorial Library.--local",,,,,,,,
 ,The White Book :correspondence respecting the European crisis,,"Melb. :Critchley Parker, Mining Standard,1914",146 p. ;22 cm.,,,,,,"World War, 1914-1918--Diplomatic history",,,,,,,,
"Austin, Ronald J.(Ronald James),1936-","The White Gurkhas :the 2nd Australian Infantry Brigade at Krithia, Gallipoli /Ronald J. Austin",,"McCrae, <Vic> :R.J. & S.P. Austin,1989","xiii, 156 p., <16> p. of plates :ill., ports ;23 cm.","Includes index. ; Available from Mr R. Austin, 18 Fairway Crescent, McCrae, Vic. 3938. ; Cover subtitle: The Australians at the second battle of Krithia Gallipoli.",,,,"Australia.--Army.--Infantry Brigade, 2nd","World War, 1914-1918--Campaigns--Turkey--Gallipoli Peninsula ; --World War, 1914-1918--Regimental histories--Australia",,,,,731653238,,,
"Thompson, Mark,1959- ","The white war :life and death on the Italian front, 1915-1919 /Mark Thompson.",,"New York :Faber and Faber,2008.","x, 454 p., [16] p. of plates :ill., map, plans ;25 cm.",Map on endpapers.,"Introduction : "" Italians! Go back!"" -- A mania for expansion -- ""We two alone"" -- Free spirits -- Cadorna's clenched fist -- The solemn hour strikes -- A gift from heaven -- Walls of iron, clouds of fire -- Trento and Trieste! -- From position to attrition -- The dreaming barbarian -- Walking shapes of mud -- Year zero -- A necessary holocaust? -- The return blow -- Victory's peak -- Starlight from violence -- Whiteness -- Forging victory -- Not dying for the Fatherland -- The gospel of energy -- Into a cauldron -- Mystical sadism -- Another second of life -- The traitor of Carzano -- Caporetto : the flashing sword of vengeance -- Resuurection -- From victory to disaster -- End of the line -- Appendix : free from the Alps to the Adriatic.",,,,"World War, 1914-1918--Campaigns--Italy. ; --World War, 1914-1918--Italy.",,,,,9780571223336 (hbk.) :{dollar}30.00,,,
"Daniels, Josephus,1862-1948 ",The Wilson Era /by Josephus Daniels,,"Chapel Hill :University of North Carolina Press,1946","2 v. :illus., ports, maps, facsims ;25 cm.",,"[v.1] Years of peace, 1910-1917. - [v.2] Years of war after, 1917-1923.",,"Wilson, Woodrow,--1856-1924",,"World War, 1914-1918--United States",United States--Politics and government--1913-1921,,,,,,,
"Walker, Brenda,1957- ",The wing of night /Brenda Walker.,,"Camberwell, Vic. :Viking,c2005.",265 p. ;23 cm.,,,,,,"World War, 1914-1918--Campaigns--Turkey--Gallipoli Peninsula--Fiction.",Australia--History--1939-1945--Fiction.,,,,0670893234 (pbk.) ; 9780670893232,,,
"Cain, Frank,1931- ",The wobblies at war :a history of the IWW and the Great War in Australia /Frank Cain,,"Melbourne :Spectrum Publications,1993","viii, 300 p. :ill., ports ;21 cm.",CIP confirmed.,,,,Industrial Workers of the World--History,"Labor unions--Australia--History ; --Working class--Australia--History ; --World War, 1914-1918--Protest movements--Australia",,,,,0867863390 (pbk.),,,
"Churchill, Winston,Sir,1874-1965 ",The world crisis,,"London :Thornton Butterworth,1923-27",4v in 5 :ill. ;23cm.,,Vol.1. 1911-1914. - Vol.2. 1915. - vol.3. 1916-1918. - vol.4. The Aftermath .,,,,"World War, 1914-1918",Europe--History--1871-1918,,,,,,,
 ,The world's verdict on Germany[poster],,"London :Wyman & Sons,<192-?>",1 poster :col. ;58 x 45 cm,,,"Shows the flags of the countries that fought against Germany, joined the Entente, or severed diplomatic relations with Germany during World War I, and emphasises that the defeat of German militarism is needed for peace.",,,"World War, 1914-1918--Posters ; --Germany--Foreign relations--1918-1933--Posters",,,,,,,,
Davin R. J. ,The worst day /R. J. Davin.,,"[Sunnybank, Qld.] :Book Pal,2010.",557 p.  ;21 cm.,Cover subtitle: A novel of the great war.,,,,,"World War, 1914-1918--Fiction.",,,,,9.78E+12,,,
"Ferguson, David M.(David Magnus),1939- ",The wrecks of Scapa Flow /compiled by David M. Ferguson ; with underwater photographs by Bob Michelson ; and an historical preface by Prof. Friedrich Ruge,,"Stromness, Orkney :Orkney Press in association with Stromness Museum,1985","80 p., <20> p. of plates :ill., maps ;22 cm.",,,,,Germaany.--Kriegsmarine--History,"World War, 1914-1918--Naval operations, German ; --Warships, Scuttling of ; --Shipwrecks--Scotland--Scapa Flow--History--20th century",Scapa Flow (Scotland),,,,0907618065 (pbk),,,
"Whitehouse, Arthur George Joseph,1895- ",The years of the sky kings :<aerial combat in World War I /With gloss.>,,"Lond. :Macdonald,1960"," :Illus., ports., tables ;22 cm.",,,,,,"World War, 1914-1918--Aerial operations",,,,,,,,
Great Britain.Imperial War Graves Commission,The Ypres (Menin Gate) memorial register :containing the names of those soldiers of the Empire who fell in the Ypres Salient in the battles and engagements of 1914 and have no known graves,,"London :The Commission,1930",1 v. ;26cm,,Part 37. Additional names.,,,,"World War, 1914-1918--Registers of dead--Belgium ; --World War, 1914-1918--Registers of dead",,,,,,"Memorial register ;29, Pt. 37",,
Great Britain.Imperial War Graves Commission ,"The Ypres (Menin Gate) Memorial register, containing the names of those soldiers of the Empire who fell in Flanders during the Great War and having no known graves are commemorated on the Menin Gate",,"London :Imperial War Graves Commission,1926",4v. ;26cm,,"Pt.6. Soldiers from Australia, A-D.--Pt.7. Soldiers from Australia,E-K.--Pt.8. Soldiers from Australia, L-Q.--Pt.9. Soldiers from Australia, R-Z.",,,,"World War, 1914-1918--Registers of dead--Australia ; --World War, 1914-1918--Registers of dead--Belgium",,,,,,Memorial register ;v29 Pts 6-9,,
Great Britain.Commonwealth War Graves Commission ,The Ypres (Menin Gate) memorial register[microform] :containing the names of those soldiers of the Commonwealth who fell in the Ypres Salient in the battles and engagements of 1914-17 and have no known graves,,"Cambridge :Chadwyck-Healey,1988",1 microfiche :negative,"Reproduction of original: London : Imperial War Graves Commission, 1926; amended version published: Maidenhead, Berkshire : Commonwealth War Graves Commission, 1988. ; On header: British official publications. ; Library holds part 33 only",Part 33. Soldiers from the United Kingdom. Smitham-Tayton.,,,,"World War, 1914-1918--Registers of dead--Commonwealth countries ; --War memorials--Belgium--Ypres ; --Menin Gate Memorial (Ypres, Belgium)",,,,,,Memorial register ;29,,
"Whitehouse, Arthur George Joseph,1895- ",The Zeppelin fighters /Arch Whitehouse,,"Garden City, N.Y. :Doubleday & Co.,c1966","290 p. :ill., maps, ports. ;22 cm.",Maps on lining papers. ; Bibliography: p. 278-278. ; Index: p. 281-290.,,,,,"World War, 1914-1918--Aerial operations, German ; --Airships",,,,,,,,
"Robinson, Douglas H.(Douglas Hill),1918- ","The Zeppelin in combat :a history of the German Naval Airship Division, 1912-1918",,"London :G. T. Foulis,<1962>","xiv, 417 p. :illus., maps, diagrs., tables ;23 cm.",Bibliogrphy: p. <369>-376.,,,,Germany.--Kriegsmarine.--Marine-Luftschiffabteilung,"World War, 1914-1918--Aerial operations ; --Airships",,,,,,,,
"Tuchman, Barbara W.(Barbara Wertheim),1912-1989 ",The Zimmermann telegram,,"Lond. :Constable,1959, c1958",244 p. :illus. ;23 cm.,With bibl.,,,"Zimmermann, Arthur,--1864-1940",,"World War, 1914-1918--Causes",,,,,,,,
 ,There is still a place in the line for you. Will you fill it?[picture],,"Sydney :William Brooks & Co. Ltd Litho.,[1915]",1 poster :col. ;76 x 50.5 cm.,From a poster originally published: [London] : Parliamentary Recruiting Committee.,,"Shows a line of soldiers with a space in the middle with the legend ""This space is reserved for a fit man"".",,,"World War, 1914-1918--Posters. ; --War posters. ; --Great Britain--Armed forces--Recruiting, enlistment, etc.--World War, 1914-1918--Posters. ; --Recruiting and enlistment--Posters. ; --Soldiers--Great Britain.","Australia--Armed Forces--Recruiting, enlistment, etc.--World War, 1914-1918--Posters.",,,,,,,
Great Britain.Commonwealth War Graves Commission ,"Thiepval Memorial, France[microform] :bearing the names of those sailors and soldiers from the United Kingdom and South Africa who fell fighting on the Somme and the Ancre, 1916-1917, and whose graves are not known",,"Cambridge :Chadwyck-Healey,1988",microfiches :negative,"Reproduction of original: London : Imperial War Graves Commission, 1929; amended version published: Maidenhead, Berkshire : Commonwealth War Graves Commission, 1988. ; On header: British official publications. ; Library holds parts 20, 38, 44 and 45",Part 20. Harpley-Helsdon - pt. 38. Robinson-Rutherford - pt. 44 Tether-Trott - pt. 45. Trotter-Wall.,,,,"World War, 1914-1918--Registers of dead--Commonwealth countries ; --War memorials--France--Thiepval ; --Thiepval Memorial (Thiepval, France)",,,,,,Memorial register ;21,,
"Edwards, W. H. ","This pact business :what you ought to know, fear and prevent /W. H. Edwards",,"London :Victor Gollancz, Ltd.,1928",151 p. ;19 cm.,,,,,,"World War, 1914-1918--Armistices",Europe--Foreign relations,,,,,,,
"Dunn, E. A.(Eustace A.) ",Three ANZACS in the war /by E. A. Dunn,,"London :Skeffington & Son,<1918?>",246 p. ;20 cm,Library's copy inscribed inside front cover by the author 'July 1918',,,"Dunn, E. A.--(Eustace A.)",Australia.--Army.--Australian Imperial Force (1914-1921),"World War, 1914-1918--Personal narratives, Australian ; --Soldiers--Australia--Biography",,,,,,,,
"Dunn, E. A.(Eustace A.) ",Three Australians in the war /by E.A. Dunn,,"London :Skeffington & Son,<1919?>",246 p. ;20 cm,,,,"Dunn, E. A.--(Eustace A.)",Australia.--Army.--Australian Imperial Force (1914-1921),"World War, 1914-1918--Personal narratives, Australian ; --Soldiers--Australia--Biography",,,,,,,,
"Field, Frank ",Three French writers and the Great War :studies in the rise of communism and fascism /Frank Field,,"Cambridge ;New York :Cambridge University Press,1975",212 p. ;23 cm.,Includes index.,,,,,"French literature--20th century--History and criticism ; --World War, 1914-1918--Literature and the war ; --Communism and literature--France ; --Fascism and literature",,,,,521209161,,,
"Trebla, Albert ",Through shot and shell[music]:march /composed by  Albert Trebla.,,"Sydney :J. Harris,1917.",1 score (4 p.) ;36 cm.,Australian composer,,,,,"World War, 1914-1918--Australia--Songs and music ; --Piano music",,,,,,,,
 ,Through swamp and forest :the British campaigns in Africa,,"London :Harrison, Jehring & Co.,<1917?>",32 p. :ill. ;28 cm.,Cover title.,,,,Great Britain.--Army,"World War, 1914-1918--Campaigns--Africa ; --British--Africa ; --World War, 1914-1918--Pictorial works",,,,,,,,
"Steed, Henry Wickham,1871-1956 ",Through thirty years 1892-1922 :a personal narrative /by Henry Wickham Steed,,"London :Heinemann,1924",2v. ;22 cm.,Includes index.,,,"Steed, Henry Wickham,--1871-1956",,"Journalists--Biography ; --World War, 1914-1918--Personal narratives, British ; --World War, 1914-1918--Peace",Europe--Politics and government--1871-1918,,,,,,,
"Hollis, Kenneth. ",Thunder of the hooves :a history of 12 Light Horse Regiment 1915-1919 /Kenneth Hollis.,,"Loftus, [N.S.W.] :Australian Military History Publications,2008.","x, 214 p. :ill., maps, ports. ;26 cm.",,,"12 Australian Light Horse Regiment was formed at Holsworth, NSW, in 1915. This book tells of the leading roles played out by the regiment at Beesheba, Gallipoli and Damascus.",,"Australia.--Army.--Light Horse Regiment, 12th--History.","World War, 1914-1918--Regimental histories--Australia.",,,,,9780980379655 (hbk.),,,
"Jones, Ira ","Tiger Squadron :the story of 74 Squadron, R.A.F., in two world wars",,"Lond. :Allen,1954",":Illus., ports. ;21 1/2 cm.",,,,,Great Britain.--Royal Air Force,"World War, 1914-1918--Aerial operations ; --World War, 1939-1945--Aerial operations",,,,,,,,
"Paice, Edward.",Tip and run :the untold tragedy of the Great War in Africa /Edward Paice.,,"London :Weidenfeld & Nicolson,2007.","xxxix, 488 p., [32] p. of plates :ill., maps, ports. ;24 cm.",Includes index.,,,,,"World War, 1914-1918--Campaigns--Africa.",,,,,9780297847090 (hbk.) ; 0297847090 (hbk.),,,
"Stutley, S. J. D.(Sydney James Dacres) ",Tipperary /by S.J.D. Stutley ; with illustrations by J.H. Chinner,2nd ed.,"Adelaide :Hussey & Gillingham,1918",19 p. :ill ;19 cm.,"'Appeared first in the 'British-Australasian', London, January 1917'.",,,,,"World War, 1914-1918--Personal narratives, Australian ; --World War, 1914-1918--France--Songs and music ; --World War, 1914-1918--Campaigns--France--Anecdotes",,,,,,,,
"Likeman, Robert. ",'Tis but the time :the biography of LtCol Joseph Espie Dods DSO MC (AAMC) /Robert Likeman.,,"McCrae, Vic. :Slouch Hat Publications,2007.","232 p. :ill., maps, ports.,gen. tables ;26 cm",Includes index and biblographical references.,,"""Dods was an eminent Brisbane doctor who served in the Boer War in the Queensland Mounted infantry, and in WW1 with the 5th Light Horse at Gallipoli and then in France.""--Provided by publisher.","Dods, Joseph Espie.","Australia.--Army--Biography. ; --Australia.--Army.--Queensland Mounted Infantry--History. ; --Australia.--Army.--Light Horse Regiment, 5th--History.","South African War, 1899-1902. ; --World War, 1914-1918--Campaigns--Turkey--Gallipoli Peninsula. ; --World War, 1914-1918--Campaigns--France.",,,,,9780975835364 (hbk.),,,
