RECORD #(BIBLIO),RECORD URL,XML,NAME,TITLE,DATES/PUBLICATION DETAILS,DESCRIPTION/QUANTITY,SUMMARY,SUBJECT,SERIES/COLLECTION,IMAGE
b28594897,http://www.catalog.slsa.sa.gov.au/record=b2859489,http://www.catalog.slsa.sa.gov.au/xrecord=b2859489,,Anzac Beach day of landing 25 April 1915,1915,Photograph (B & W)  6.1 cm x 9.8 cm,"View of the beach on the day of the landing at ANZAC Cove in World War I, captioned 'Anzac Beach day of landing 25 April 1915. Left to right. Gens [Generals] Godley, [Birdwood?], Burgess, Major Casey, Gen C. B. B. White, Colonel Patterson with paper in his hand'.","Godley, Alexander, Sir, 1867-1957;Patterson, William George;White, Cyril Brudenell Bingham;World War, 1914-1918 -- Campaigns -- Turkey -- Gallipoli Peninsula;Anzac Cove (Turkey)",General Collection,http://collections.slsa.sa.gov.au/mpcimg/72750/B72717.htm
b28596985,http://www.catalog.slsa.sa.gov.au/record=b2859698,http://www.catalog.slsa.sa.gov.au/xrecord=b2859698,,Sylvester Sydney Day,[approximately 1914],Photograph (digital)   cm x cm,"First Library Assistant, Sylvester Sydney Day, joined the Public Library on 25 January 1902. Enlisted in the 16th Battalion AIF on 11 September 1914. Killed in Action at the Dardanelles on 2 May 1915.","Day, Sylvester Sydney, 1887-1915;Librarians -- South Australia -- Adelaide;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/72750/B72733.htm
b2875363x,http://www.catalog.slsa.sa.gov.au/record=b2875363,http://www.catalog.slsa.sa.gov.au/xrecord=b2875363,,John Bannigan,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Private John Francis Murray Bannigan, 1st Australian Imperial Force.","Bannigan, John Francis Murray, 1890-1947;Military uniforms;Soldiers -- South Australia;Australian football players -- South Australia -- Sturt;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_308.htm
b28925634,http://www.catalog.slsa.sa.gov.au/record=b2892563,http://www.catalog.slsa.sa.gov.au/xrecord=b2892563,,Adelaide Rowing Club : Enlisted members,approximately 1920,Photograph (B&W print)    cm x   cm;RESERVE 1,"Photographic mosaic of 'Members of the Adelaide Rowing Club who enlisted for active service in the Great War, 1914-1919'. The mosaic features for following individuals: A.K. Ekins, H.M. Muirhead, H.A. Christophers, B.T. Angas  L.J. Kingsborough, G.C. McNeilage, E.H. Lucas, B. Cook, M.W. Woodley, C.L. Moule, H.L. Fry, A.S. Ferguson, A.C. Sandland, C.G. Davison, K.J. Fourdrinier, B.C. Provost, T.W. English, T.B. Hardy, P.M. Auld  E. Tilemann, B.T. Green, C.E. Beresford, R.C. Williamson, P.H. Andrews, A.F. Cornish, F.A. Taylor, F.S. Crowhurst, G. Morphett, H.F. Hubbe, D.L. van Senden, W.J. Waddell, R.L. Rhodes (M.C.), N.R. Napier, J.N. Norton, Keith Smith  E. Thomas, J.E. McKail, F.B. McBryde, R.C. Jones, E.G. Dean, D.J. Miller, G.H. Taylor, C.R. Cudmore, L.A. Lewis, E.C. Fitch, A.L. Kennedy, G. Miell  F.H. Conrad, H.L. Bowen, R.H. Rhodes, J.S.P. Morice, C.L. Ekeins, G.C. Timbrell, W.B. Kerr, W.H. Christophers, F.N. Angas, G. Bonython, C.T. Bray, C.V. Newman  C.H. Dean  H.H. Mildred, S.V. Sharp, M.R. Sharp, K.W. Sharp, N. Bowen. D.R. Jones, J.T. Gordon, R.H. Botten, G.M. Muirhead, M.C. Saunders, G.A Pavey, E.T. Dean, L.H. Cornell  M.L. Green, J.L. Sandford (M.C.), Ross Smith, R.S. Fotheringham, R.M. Guthrie, W.B. Blue, T. Owen Smith, T.A. Whyte, C.B. Powell, C.L. Hall, A. Macully, S.I. Chapman, C.M. Kemp, S.A, H??nn, R.J.P. Rees  S.G. Burford, P.N. de Rose, L.S. Kingsborough, F.M. Bradshaw, K.S. Wall, L.S. Dubois, A.R.G. Fearby, R.K. Wood, W.A. Wood, E.C. Stirling, R.C. Baker, K. Catchlove, L.S. Brown, E.A. Wilcox, J.L. Davidson, S.B. Rees  J.G. Seppelt, J.W.O. Walker, C.A. Wilcox, W.B. Poole, S.W. Matters, J.T. Gordon, A.J. de Bavay, E.M. Luxmoore, J.R. Fullarton, N.F. Wastell, M.U. H??bbe, J.R, Bennett, A.S. Paterson, H.M. Orr, J.D.L. Craven.","Rowing clubs -- South Australia -- Adelaide;World War, 1914-1918 -- Participation, Australian",General Collection,http://collections.slsa.sa.gov.au/srg/32/5/SRG32_5_66.htm
b29136969,http://www.catalog.slsa.sa.gov.au/record=b2913696,http://www.catalog.slsa.sa.gov.au/xrecord=b2913696,"Giles, Stephen, photographer",Motor bikes at Rowland Flat Airshow,2011,Photograph  10 cm x 15 cm;OUTSIZE 1,"Part of a collection of photographs taken over time of various places and events in South Australia by Stephen Giles, this features motor bikes used by the Australian Imperial Forces in earlier times, and on display at the Rowland Flat Airshow.","Motorcycles -- South Australia -- Rowland Flat;World War, 1914-1918 -- Australia -- Transportation",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/69500/B69282_707.htm
b29183662,http://www.catalog.slsa.sa.gov.au/record=b2918366,http://www.catalog.slsa.sa.gov.au/xrecord=b2918366,,Robert Coleman,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Robert Coleman, 1st Australian Imperial Force.","Coleman, Robert, 1897-1960;World War, 1914-1918 -- South Australia;Soldiers -- South Australia -- Solomontown",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73072.htm
b29183674,http://www.catalog.slsa.sa.gov.au/record=b2918367,http://www.catalog.slsa.sa.gov.au/xrecord=b2918367,,David Earnest Stokes,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private David Ernest Stokes, 1st Australian Imperial Force.","Stokes, David Ernest, 1882-1946;World War, 1914-1918 -- South Australia;Soldiers -- South Australia -- Hamley Bridge",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73073.htm
b29183686,http://www.catalog.slsa.sa.gov.au/record=b2918368,http://www.catalog.slsa.sa.gov.au/xrecord=b2918368,,Lieutenant Emil Clarke,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Lieutenant Emil John Hamilton Clarke, 1st Australian Imperial Force.","Clarke, Emil John Hamilton, 1891-1917;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73074.htm
b29183698,http://www.catalog.slsa.sa.gov.au/record=b2918369,http://www.catalog.slsa.sa.gov.au/xrecord=b2918369,,W. A. Smith,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","W. A. Smith, 1st Australian Imperial Force.","Smith, W. A.;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73075.htm
b29183704,http://www.catalog.slsa.sa.gov.au/record=b2918370,http://www.catalog.slsa.sa.gov.au/xrecord=b2918370,,Private Clough,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Clough, 1st Australian Imperial Force.","Clough, Private;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73076.htm
b29183716,http://www.catalog.slsa.sa.gov.au/record=b2918371,http://www.catalog.slsa.sa.gov.au/xrecord=b2918371,,William Owen Evans,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Gunner William Owen Evans, 1st Australian Imperial Force.","Evans, William Owen, 1891-1971;World War, 1914-1918 -- South Australia;Soldiers -- South Australia -- Adelaide",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73077.htm
b29183728,http://www.catalog.slsa.sa.gov.au/record=b2918372,http://www.catalog.slsa.sa.gov.au/xrecord=b2918372,,Corporal Easty,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Corporal Easty, 1st Australian Imperial Force.","Easty, Corporal;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73078.htm
b2918373x,http://www.catalog.slsa.sa.gov.au/record=b2918373,http://www.catalog.slsa.sa.gov.au/xrecord=b2918373,,Harold James Carrick,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Harold James Carrick, 1st Australian Imperial Force.","Carrick, Harold James, 1888-;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73079.htm
b29183741,http://www.catalog.slsa.sa.gov.au/record=b2918374,http://www.catalog.slsa.sa.gov.au/xrecord=b2918374,,George Chesney,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Corporal George Alexander Chesney, 1st Australian Imperial Force.","Chesney, George Alexander, 1889-1959;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73080.htm
b29183753,http://www.catalog.slsa.sa.gov.au/record=b2918375,http://www.catalog.slsa.sa.gov.au/xrecord=b2918375,,Robert Billet,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Robert Henry Billet, 1st Australian Imperial Force.","Billet, Robert Henry, 1891-1967;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73081.htm
b29183777,http://www.catalog.slsa.sa.gov.au/record=b2918377,http://www.catalog.slsa.sa.gov.au/xrecord=b2918377,,C. R. Bartlett,approximately 1914,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","C. R. Bartlett, 1st Australian Imperial Force. Notation on packet around the negative reads 'Sat June 2nd'.","Bartlett, C. R.;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73082.htm
b29183789,http://www.catalog.slsa.sa.gov.au/record=b2918378,http://www.catalog.slsa.sa.gov.au/xrecord=b2918378,,Ernest Eckersley,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Ernest George Eckersley, 1st Australian Imperial Force.","Eckersley, Ernest George, 1894-1950;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73083.htm
b29186511,http://www.catalog.slsa.sa.gov.au/record=b2918651,http://www.catalog.slsa.sa.gov.au/xrecord=b2918651,,Hurtle Emery,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Hurtle William Emery, 1st Australian Imperial Force.","Emery, Hurtle William, 1892-1917;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73084.htm
b29186523,http://www.catalog.slsa.sa.gov.au/record=b2918652,http://www.catalog.slsa.sa.gov.au/xrecord=b2918652,,Portrait of Miss Clarke,approximately 1914,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4",Studio portrait of Miss Clarke.,"Clarke, Miss;World War, 1914-1918 -- Participation, Australian",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73085.htm
b29186535,http://www.catalog.slsa.sa.gov.au/record=b2918653,http://www.catalog.slsa.sa.gov.au/xrecord=b2918653,,Leslie Hayes,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Leslie Hayes, 1st Australian Imperial Force.","Hayes, Leslie;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73086.htm
b29186547,http://www.catalog.slsa.sa.gov.au/record=b2918654,http://www.catalog.slsa.sa.gov.au/xrecord=b2918654,,George Coates,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","George Coates, 1st Australian Imperial Force.","Coates, George;Australia. Army. Light Horse Regiment, 3rd;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73087.htm
b29186559,http://www.catalog.slsa.sa.gov.au/record=b2918655,http://www.catalog.slsa.sa.gov.au/xrecord=b2918655,,Portrait of Edwards,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Edwards, 1st Australian Imperial Force. According to a researcher, this may be Benjamin John Edwards who enlisted in Hamilton, New South Wales in 1916, service number 1281.","Edwards, Soldier;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73088.htm
b29186560,http://www.catalog.slsa.sa.gov.au/record=b2918656,http://www.catalog.slsa.sa.gov.au/xrecord=b2918656,,Wilfred Cornelius,1917,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Wilfred Cornelius, 1st Australian Imperial Force.","Cornelius, Wilfred, 1884-1961;Australia. Army. Light Horse Regiment, 9th;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73089.htm
b29186584,http://www.catalog.slsa.sa.gov.au/record=b2918658,http://www.catalog.slsa.sa.gov.au/xrecord=b2918658,,G.N. Bagshaw,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","G.N. Bagshaw, 1st Australian Imperial Force.","Bagshaw, G. N.;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73090.htm
b29186596,http://www.catalog.slsa.sa.gov.au/record=b2918659,http://www.catalog.slsa.sa.gov.au/xrecord=b2918659,,Portrait of Private Bail,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Private Bail, First Australian Imperial Force.","Bail, Soldier;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73091.htm
b29186602,http://www.catalog.slsa.sa.gov.au/record=b2918660,http://www.catalog.slsa.sa.gov.au/xrecord=b2918660,,Ernest Bowers,approximately 1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Studio portrait of Ernest Bowers, pictured in his army uniform.","Bowers, Ernest Albert, 1891-;Bowers, Ernest Edgar, 1896-;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73092.htm
b29186614,http://www.catalog.slsa.sa.gov.au/record=b2918661,http://www.catalog.slsa.sa.gov.au/xrecord=b2918661,,Lawrence Milton Holbrook,1916,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Lawrence Milton Holbrook, 1st Australian Imperial Force.","Holbrook, Lawrence Milton, 1889-1961;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73093.htm
b29186626,http://www.catalog.slsa.sa.gov.au/record=b2918662,http://www.catalog.slsa.sa.gov.au/xrecord=b2918662,,Joseph Constantine,1915,"Negative (glass, half plate)  16.2 cm x 12 cm;RESERVE 4","Joseph Constantine, 1st Australian Imperial Force.","Constantine, Joseph, 1876-;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Portrait Collection;Ron Blum Collection;Blum Collection,http://collections.slsa.sa.gov.au/mpcimg/73250/B73094.htm
