id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22969470,[Private Vincent Crowhurst],1918,reference in newspaper;portrait (20 July),"Private, 10th Battalion  from Gumeracha  killed in action 9 May 1918, France, aged 22  fourth son of Mr and Mrs S. Crowhurst.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Crowhurst, Vincent Parnell, 1896-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 8 June 1918, p. 39, col. a;Chronicle, 20 July 1918, p. 26, col. c",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-article87550710
b22969512,[Private Leadley Wright],1918,"reference in newspaper;portrait (8 June, page 26)","Private  from Birkenhead  migrant  killed in action 10 March 1918, Messines, France, aged 21  seventh son of Mr and Mrs R.G. Wright, brothers include Bob, Peter, Albert and John.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Wright, Leadley Rowen, -1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 8 June 1918, p. 26, col. f  p. 39, col. b",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754
b22969524,[Private William Burt],1918,"reference in newspaper;portrait (8 June, p. 26)","Private, service number 2637, 50th Battalion  killed in action 25 April 1918, France  from Solomontown, Port Pirie  smelter worker  son of Mrs E. Burt, brother of Private C.E. Burt.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Burt, William Arthur, 1888-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 8 June 1918, p. 26, col. d  p. 39, col. a;Chronicle, 22 June 1918, p. 27, col. c",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-article87542273
b2296955x,[Signaller Joseph McInerney],1918,reference in newspaper;portrait (29 June),"Signaller, service number 2451  from Adelaide  killed in action 25 April 1918, France, aged 20  eldest son.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","McInerney, Joseph T. P., 1898-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 15 June 1918, p. 34, col. d;Chronicle, 29 June 1918, p. 24, col. i",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87546079;http://nla.gov.au/nla.news-article87547954
b22969573,[Private W. Voumard],1918,reference in newspaper;portrait (6 July),"Private, 10th Battalion  from Chandada  killed in action 24 April 1918, France, aged 20  second son of H.H. and C.W. Voumard.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Voumard, William Hippolyte, 1897-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 8 June 1918, p. 27, col. c;Chronicle, 29 June 1918, p. 39, col. d;Chronicle, 6 July 1918, p. 26, col. e",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544766;http://nla.gov.au/nla.news-article87547777;http://nla.gov.au/nla.news-article87549324
b22969597,[Private Harold Evans],1918,reference in newspaper;portrait (20 July),"Private, Lewis Gun Section, 48th Battalion  from North Unley  died of wounds 15 May 1918, 5th Clearing Station, France, aged 29  in family business  married to Nellie with a two year old son, second surviving son of Mr and Mrs I.S. Evans, brother of Stan, Mr E.J. Evans, Mrs D.W. Bartlett, Mrs W.I. Key, Mrs J.A. Gardner, Mrs A.O. Pudney, Mrs S.H. Rose, and nephew of Rev. John Blacket.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Evans, Harold Easton, 1889-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 20 July 1918, p. 26, col. g",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87550710
b22969846,[Trooper Provo Medhurst],1918,reference in newspaper;portrait (6 July),"Trooper, service number 1577  from Glencoe East  killed in action 4 May 1918, Palelstine  eldest son of Mr and Mrs James Medhurst, brother of P.O.W. Private James Medhurst.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Medhurst, Provo William, 1887-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 39, col. e;Chronicle, 8 June 1918, p. 38, col. c;Chronicle, 6 July 1918, p. 26, col. a",http://nla.gov.au/nla.news-article87546393;http://nla.gov.au/nla.news-article87544713;http://nla.gov.au/nla.news-article87549324
b22969901,[Private D. Clark],1918,reference in newspaper;portrait (29 June),"Private, service number 1813, Second Reinforcements 43rd Battalion  from Scotland  gardener, Anlaby, Kapunda  died of wounds 3 May 1918.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Clark, David, 1890-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 39, col. a;Chronicle, 22 June 1918, p. 39, col. d;Chronicle, 29 June 1918, p. 24, col. f",http://nla.gov.au/nla.news-article87546385;http://nla.gov.au/nla.news-article87542314;http://nla.gov.au/nla.news-article87547954
b22969998,[Signaller J. West],1918,reference in newspaper;portrait (8 June),"Signaller, service no. 4906  from Glanville  killed in action 25 April 1918.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","West, John Henry, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 8 June 1918, p. 26, col. a;Chronicle, 15 June 1918, p. 39, col. a",http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87545961
b22970010,[Private John W. Grafe],1918,"reference in newspaper;portrait (8 June, page 26)","Private, 8th Reinforcements 10th Battalion  'known as 'Bill'  died of illness 11 December 1917, Hindmarsh, S.A.  S.A. Railways infrastructure employee  son of Mr L.A. Grafe, brother of the late Private Kingsley Grafe.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Grafe, John William, 1893-1917;World War, 1914-1918 -- South Australia","Chronicle, 8 June 1918, p. 26, col. b  p. 39, col. a;Chronicle, 14 December 1918, p. 28, col. a",http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-page8612000
b22970022,[Private F. Purdey],1918,"reference in newspaper;portrait (8 June, page 26)","Private, service number 1728, 50th Battalion  from Terowie  S.A.R. Locomotive Department employee  killed in action 25 April 1918, France, aged 23 years and 3 months  third son of S. and H. Purdey.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Purdey, Francis Roy, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 8 June 1918, p. 26, col. b  p. 38, col. c  p. 39, col. b;Chronicle, 22 June 1918, p. 27, col. c",http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544713;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-article87542273
